id,query,category,difficulty,gt_intent,system,detected_intent,intent_correct,response,engine,response_time_ms,hallu_check_ref,hallucination
A04,구매한 상품 환불하고 싶습니다,A_정형,Easy,환불_절차_문의,llm_only,특별세일_상품_환불_문의,0,"상품 환불을 원하시는군요! 도와드리겠습니다. 환불 절차는 다음과 같습니다:

1. **환불 가능 기간 확인**: 먼저, 상품 수령 후 14일 이내에 환불 요청을 하셔야 합니다. 이 기간은 쇼핑몰 정책에 따라 다를 수 있으니, 정확한 기간은 주문 내역이나 홈페이지의 환불 정책을 확인해 주세요.

2. **상품 상태 확인**: 환불을 위해서는 상품이 사용되지 않고, 원래 상태 그대로여야 합니다. 포장, 태그, 라벨 등이 손상되지 않은 상태여야 합니다.

3. **환불 신청**: 고객센터로 연락하시거나, 쇼핑몰 웹사이트의 '주문 내역'에서 환불 신청을 하실 수 있습니다. 환불 신청 시, 주문 번호와 환불 사유를 함께 기재해 주세요.

4. **상품 반송**: 환불 승인이 되면, 상품을 지정된 주소로 반송해 주셔야 합니다. 반송 방법과 주소는 환불 신청 시 안내해 드립니다.

5. **환불 처리**: 상품이 반송되고 나면, 검수 후 환불이 처리됩니다. 환불 금액은 결제하신 방법으로 환불되며, 처리 시간은 결제 수단에 따라 다를 수 있습니다.

추가로 궁금한 사항이 있거나 도움이",llm-only-gpt4o,5172,환불: 수령 후 7일 이내 신청 가능,
A04,구매한 상품 환불하고 싶습니다,A_정형,Easy,환불_절차_문의,hybrid_rag,환불_절차_문의,1,'rag' 모드로 '환불_절차_문의' 분류됨,strategy-rag,2727,환불: 수령 후 7일 이내 신청 가능,
A05,환불 처리 며칠 걸려요?,A_정형,Easy,환불_절차_문의,rule_only,환불_절차_문의,1,"마이페이지 > 주문내역에서 환불 신청이 가능합니다. 수령 후 7일 이내, 미개봉 상태에서 신청해주세요.",rule-only-simulated,2738,환불 처리: 접수 후 3~5 영업일,
A05,환불 처리 며칠 걸려요?,A_정형,Easy,환불_절차_문의,llm_only,환불_절차_문의,1,"환불 처리는 보통 환불 요청이 승인된 후 영업일 기준으로 5~7일 정도 소요됩니다. 다만, 결제 수단에 따라 처리 시간이 조금 다를 수 있습니다. 예를 들어, 신용카드 환불의 경우 카드사에 따라 추가 시간이 걸릴 수 있습니다. 환불 진행 상황은 주문 내역에서 확인하실 수 있으며, 추가 문의 사항이 있으시면 언제든지 연락 주세요.",llm-only-gpt4o,1890,환불 처리: 접수 후 3~5 영업일,
A05,환불 처리 며칠 걸려요?,A_정형,Easy,환불_절차_문의,hybrid_rag,환불_절차_문의,1,'rag' 모드로 '환불_절차_문의' 분류됨,strategy-rag,2765,환불 처리: 접수 후 3~5 영업일,
A06,환불금 언제 들어오나요?,A_정형,Easy,환불_절차_문의,rule_only,환불_절차_문의,1,"마이페이지 > 주문내역에서 환불 신청이 가능합니다. 수령 후 7일 이내, 미개봉 상태에서 신청해주세요.",rule-only-simulated,2701,"환불 입금: 카드 3~5일, 계좌 1~2일",
A06,환불금 언제 들어오나요?,A_정형,Easy,환불_절차_문의,llm_only,환불_절차_문의,1,"안녕하세요! 환불 요청을 해주셔서 감사합니다. 일반적으로 환불 처리는 결제 수단에 따라 다소 차이가 있을 수 있습니다.

1. **신용카드/체크카드 결제**: 환불 승인 후 보통 3~5 영업일 이내에 카드사에서 처리됩니다. 카드사에 따라 시간이 더 걸릴 수 있습니다.

2. **계좌이체**: 환불 승인 후 2~3 영업일 이내에 등록된 계좌로 환불됩니다.

3. **휴대폰 결제**: 환불 승인 후, 통신사 정책에 따라 다음 달 요금에서 차감되거나, 별도로 환불 처리됩니다.

4. **기타 결제 수단**: 페이팔, 네이버페이 등 다른 결제 수단의 경우, 각 서비스의 환불 정책에 따라 처리됩니다.

환불 처리가 완료되면 별도로 안내 메시지를 보내드리니, 조금만 기다려 주세요. 추가로 궁금한 점이 있으시면 언제든지 문의해 주세요!",llm-only-gpt4o,3300,"환불 입금: 카드 3~5일, 계좌 1~2일",
A06,환불금 언제 들어오나요?,A_정형,Easy,환불_절차_문의,hybrid_rag,환불_절차_문의,1,'rag' 모드로 '환불_절차_문의' 분류됨,strategy-rag,2845,"환불 입금: 카드 3~5일, 계좌 1~2일",
A07,반품 택배비는 누가 내나요?,A_정형,Easy,환불_절차_문의,rule_only,환불_절차_문의,1,"마이페이지 > 주문내역에서 환불 신청이 가능합니다. 수령 후 7일 이내, 미개봉 상태에서 신청해주세요.",rule-only-simulated,2665,"택배비: 단순변심 구매자, 불량 판매자 부담",
A07,반품 택배비는 누가 내나요?,A_정형,Easy,환불_절차_문의,llm_only,환불_절차_문의,1,"반품 택배비는 반품 사유에 따라 다릅니다. 

1. **제품 불량, 오배송 등의 판매자 책임인 경우**: 반품 택배비는 판매자가 부담합니다. 이 경우, 고객님께서는 별도의 비용 없이 반품 절차를 진행하실 수 있습니다.

2. **단순 변심에 의한 반품인 경우**: 고객님께서 택배비를 부담하셔야 합니다. 반품 시 왕복 택배비가 발생할 수 있으며, 이는 상품 및 판매자 정책에 따라 다를 수 있습니다.

반품을 진행하시기 전에, 고객센터나 판매자에게 문의하셔서 정확한 반품 절차와 비용 부담에 대해 확인하시길 권장드립니다. 추가로 궁금한 점이 있으시면 언제든지 문의해주세요!",llm-only-gpt4o,3414,"택배비: 단순변심 구매자, 불량 판매자 부담",
A07,반품 택배비는 누가 내나요?,A_정형,Easy,환불_절차_문의,hybrid_rag,교환_요청,0,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2707,"택배비: 단순변심 구매자, 불량 판매자 부담",
A08,환불 가능한 기간이 어떻게 되나요?,A_정형,Easy,환불_절차_문의,rule_only,환불_절차_문의,1,"마이페이지 > 주문내역에서 환불 신청이 가능합니다. 수령 후 7일 이내, 미개봉 상태에서 신청해주세요.",rule-only-simulated,2845,환불 기간: 수령 후 7일 이내,
A08,환불 가능한 기간이 어떻게 되나요?,A_정형,Easy,환불_절차_문의,llm_only,환불_절차_문의,1,"안녕하세요! 환불 가능한 기간에 대해 안내드리겠습니다. 일반적으로 상품을 수령하신 날로부터 14일 이내에 환불 요청을 하실 수 있습니다. 다만, 상품의 종류나 상태에 따라 환불 정책이 다를 수 있으니, 구매하신 상품의 상세 페이지나 주문 내역에서 환불 정책을 확인해 주시기 바랍니다. 추가적인 도움이 필요하시면 언제든지 말씀해 주세요!",llm-only-gpt4o,1639,환불 기간: 수령 후 7일 이내,
A08,환불 가능한 기간이 어떻게 되나요?,A_정형,Easy,환불_절차_문의,hybrid_rag,환불_절차_문의,1,'rag' 모드로 '환불_절차_문의' 분류됨,strategy-rag,2828,환불 기간: 수령 후 7일 이내,
A09,상품 교환 신청하려구요,A_정형,Easy,교환_요청,rule_only,교환_요청,1,"마이페이지 > 주문내역에서 교환 접수가 가능합니다. 수령 후 7일 이내, 미착용 상태여야 합니다.",rule-only-simulated,2761,교환: 수령 후 7일 이내 접수,
A09,상품 교환 신청하려구요,A_정형,Easy,교환_요청,llm_only,교환_요청,1,"상품 교환을 신청하시려면 몇 가지 정보를 확인해 주셔야 합니다. 다음 절차를 따라 주시면 됩니다:

1. **교환 가능 여부 확인**: 먼저, 상품이 교환 가능한 상태인지 확인해주세요. 상품 수령 후 7일 이내에 교환 신청이 가능합니다. 상품이 사용되지 않고, 원래 포장 상태를 유지하고 있어야 합니다.

2. **교환 신청 방법**:
   - **온라인 신청**: 저희 쇼핑몰 웹사이트에 로그인하신 후, '주문 내역' 페이지로 이동하세요. 교환을 원하는 상품을 선택하고 '교환 신청' 버튼을 클릭하여 절차를 진행하시면 됩니다.
   - **고객센터 연락**: 전화나 이메일로 고객센터에 연락하셔서 교환을 요청하실 수도 있습니다. 이 경우, 주문 번호와 교환 사유를 알려주시면 빠르게 처리해 드리겠습니다.

3. **반송 절차**: 교환 신청이 접수되면, 반송 방법과 주소를 안내해 드립니다. 안내에 따라 상품을 반송해 주시면 됩니다.

4. **교환 처리**: 반송된 상품이 저희 쪽에 도착하고 상태가 확인되면, 새로운 상품을 발송해 드립니다. 교환 처리에는 보통 5-7일 정도 소요됩니다.

추가로 궁금한 사항이",llm-only-gpt4o,4777,교환: 수령 후 7일 이내 접수,
A09,상품 교환 신청하려구요,A_정형,Easy,교환_요청,hybrid_rag,교환_요청,1,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2882,교환: 수령 후 7일 이내 접수,
A10,사이즈 교환하고 싶어요,A_정형,Easy,교환_요청,rule_only,교환_요청,1,"마이페이지 > 주문내역에서 교환 접수가 가능합니다. 수령 후 7일 이내, 미착용 상태여야 합니다.",rule-only-simulated,3117,"사이즈 교환: 7일 이내, 미착용 상태",
A10,사이즈 교환하고 싶어요,A_정형,Easy,교환_요청,llm_only,교환_요청,1,"사이즈 교환을 원하시는군요! 교환 절차를 안내해드리겠습니다.

1. **교환 가능 여부 확인**: 먼저, 상품이 교환 가능한 상태인지 확인해 주세요. 상품은 사용하지 않은 상태여야 하며, 모든 태그와 포장재가 그대로 있어야 합니다.

2. **교환 신청**: 고객님의 계정에 로그인하신 후, 주문 내역에서 교환을 원하는 상품을 선택하고 '교환 신청' 버튼을 클릭해 주세요.

3. **반품 배송**: 교환 신청이 완료되면, 반품 배송지 주소와 함께 반품 방법에 대한 안내를 받으실 것입니다. 안내에 따라 상품을 포장하고 지정된 주소로 보내주세요.

4. **새 상품 발송**: 반품된 상품이 저희 쪽에 도착하여 상태가 확인되면, 요청하신 사이즈의 상품을 새로 발송해 드립니다.

혹시 추가로 궁금하신 점이 있거나 도움이 필요하시면 언제든지 말씀해 주세요!",llm-only-gpt4o,3535,"사이즈 교환: 7일 이내, 미착용 상태",
A10,사이즈 교환하고 싶어요,A_정형,Easy,교환_요청,hybrid_rag,교환_요청,1,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2712,"사이즈 교환: 7일 이내, 미착용 상태",
A11,색상 변경이 가능한가요?,A_정형,Easy,교환_요청,rule_only,상품_문의,0,"해당 상품 페이지에서 상세 정보를 확인하시거나, 고객센터로 문의해주세요.",rule-only-simulated,3478,색상 교환: 재고 있을 시 가능,
A11,색상 변경이 가능한가요?,A_정형,Easy,교환_요청,llm_only,상품_문의,0,"안녕하세요! 색상 변경에 대해 문의해 주셔서 감사합니다. 주문하신 상품의 색상을 변경하고 싶으시다면, 먼저 해당 주문이 발송되기 전인지 확인해 주셔야 합니다. 발송 전이라면 고객센터로 연락 주시면 색상 변경을 도와드릴 수 있습니다. 

이미 발송된 경우에는 상품을 수령하신 후 교환 절차를 통해 색상을 변경하실 수 있습니다. 교환을 원하실 경우, 상품을 수령하신 후 7일 이내에 교환 신청을 해주셔야 하며, 상품이 사용되지 않은 상태여야 합니다. 교환 절차에 대한 자세한 안내가 필요하시면 언제든지 말씀해 주세요!",llm-only-gpt4o,2668,색상 교환: 재고 있을 시 가능,
A11,색상 변경이 가능한가요?,A_정형,Easy,교환_요청,hybrid_rag,교환_요청,1,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2910,색상 교환: 재고 있을 시 가능,
A12,교환 접수 방법 알려주세요,A_정형,Easy,교환_요청,rule_only,교환_요청,1,"마이페이지 > 주문내역에서 교환 접수가 가능합니다. 수령 후 7일 이내, 미착용 상태여야 합니다.",rule-only-simulated,3126,교환 접수: 마이페이지에서 가능,
A12,교환 접수 방법 알려주세요,A_정형,Easy,교환_요청,llm_only,교환_요청,1,"교환 접수를 위해 아래의 절차를 따라주세요:

1. **주문 내역 확인**: 먼저, 쇼핑몰 웹사이트나 앱에 로그인하여 '주문 내역' 페이지로 이동합니다.

2. **교환 신청**: 교환을 원하는 상품을 선택한 후, '교환 신청' 버튼을 클릭합니다. 교환 사유와 원하는 교환 상품을 선택하거나 입력해주세요.

3. **반송 방법 선택**: 교환 시 반송할 상품의 반송 방법을 선택합니다. 일반적으로 택배사를 통해 반송하거나, 지정된 장소로 직접 방문하여 반송할 수 있습니다.

4. **반송 준비**: 상품을 수령한 상태 그대로 포장하여 준비합니다. 상품의 택(tag)이나 라벨이 제거되지 않도록 주의해주세요.

5. **반송 진행**: 선택한 반송 방법에 따라 상품을 반송합니다. 반송이 완료되면, 저희 쪽에서 상품 상태를 확인한 후 교환 절차가 진행됩니다.

6. **교환 완료 확인**: 교환이 완료되면, 새 상품이 발송되었다는 알림을 받게 됩니다. 발송된 상품의 배송 상태는 '주문 내역'에서 확인할 수 있습니다.

교환 정책이나 절차에 대해 추가적인 문의가 있으시면 언제든지 말씀해 주세요!",llm-only-gpt4o,5454,교환 접수: 마이페이지에서 가능,
A12,교환 접수 방법 알려주세요,A_정형,Easy,교환_요청,hybrid_rag,교환_요청,1,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2959,교환 접수: 마이페이지에서 가능,
A13,교환 배송은 며칠 걸리나요?,A_정형,Easy,교환_요청,rule_only,교환_요청,1,"마이페이지 > 주문내역에서 교환 접수가 가능합니다. 수령 후 7일 이내, 미착용 상태여야 합니다.",rule-only-simulated,2638,교환 배송: 수거 후 3~5 영업일,
A13,교환 배송은 며칠 걸리나요?,A_정형,Easy,교환_요청,llm_only,교환_요청,1,"교환 배송 기간은 일반적으로 제품을 저희 쪽에서 수령한 후 3~7일 정도 소요됩니다. 먼저, 고객님께서 교환을 요청하신 제품을 저희에게 보내주시면, 제품이 도착하고 상태 확인 후 교환 절차가 시작됩니다. 새로운 제품이 발송되면, 배송 지역에 따라 추가로 1~3일 정도 소요될 수 있습니다. 정확한 진행 상황은 주문 조회 페이지에서 확인하실 수 있으며, 추가적인 문의 사항이 있으시면 언제든지 연락 주세요. 감사합니다!",llm-only-gpt4o,2171,교환 배송: 수거 후 3~5 영업일,
A13,교환 배송은 며칠 걸리나요?,A_정형,Easy,교환_요청,hybrid_rag,교환_요청,1,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2919,교환 배송: 수거 후 3~5 영업일,
A14,교환 시 추가 비용 있나요?,A_정형,Easy,교환_요청,rule_only,교환_요청,1,"마이페이지 > 주문내역에서 교환 접수가 가능합니다. 수령 후 7일 이내, 미착용 상태여야 합니다.",rule-only-simulated,2588,교환 택배비: 단순변심 시 구매자 부담,
A14,교환 시 추가 비용 있나요?,A_정형,Easy,교환_요청,llm_only,교환_요청,1,"교환 시 추가 비용은 상품의 상태와 교환 사유에 따라 달라질 수 있습니다. 일반적으로 제품에 하자가 있거나 잘못된 상품이 배송된 경우에는 추가 비용 없이 교환이 가능합니다. 그러나 단순 변심으로 인한 교환일 경우, 왕복 배송비를 고객님께서 부담하셔야 할 수 있습니다. 교환을 원하시는 경우, 고객센터로 연락 주시면 자세한 절차와 비용에 대해 안내해 드리겠습니다.",llm-only-gpt4o,3025,교환 택배비: 단순변심 시 구매자 부담,
A14,교환 시 추가 비용 있나요?,A_정형,Easy,교환_요청,hybrid_rag,교환_요청,1,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2880,교환 택배비: 단순변심 시 구매자 부담,
A15,제 택배 어디쯤 왔나요?,A_정형,Easy,배송_조회,rule_only,배송_조회,1,마이페이지 > 주문내역에서 배송 현황을 확인할 수 있습니다.,rule-only-simulated,2705,배송 조회: 마이페이지에서 운송장 확인,
A15,제 택배 어디쯤 왔나요?,A_정형,Easy,배송_조회,llm_only,배송_조회,1,"안녕하세요! 주문하신 택배의 위치를 확인해드리겠습니다. 주문하실 때 사용하신 이메일 주소나 주문 번호를 알려주시면, 배송 상태를 조회해드릴 수 있습니다. 만약 이미 배송 추적 번호를 받으셨다면, 해당 번호를 통해 택배사의 배송 조회 페이지에서도 직접 확인하실 수 있습니다. 추가로 도움이 필요하시면 언제든지 말씀해 주세요!",llm-only-gpt4o,1651,배송 조회: 마이페이지에서 운송장 확인,
A15,제 택배 어디쯤 왔나요?,A_정형,Easy,배송_조회,hybrid_rag,배송_조회,1,'rag' 모드로 '배송_조회' 분류됨,strategy-rag,3151,배송 조회: 마이페이지에서 운송장 확인,
A16,배송 조회 어떻게 하나요?,A_정형,Easy,배송_조회,rule_only,배송_조회,1,마이페이지 > 주문내역에서 배송 현황을 확인할 수 있습니다.,rule-only-simulated,2610,배송 조회: 마이페이지 > 주문내역,
A16,배송 조회 어떻게 하나요?,A_정형,Easy,배송_조회,llm_only,배송_조회,1,"주문하신 상품의 배송 조회는 다음과 같은 방법으로 가능합니다:

1. **홈페이지 로그인**: 먼저, 저희 쇼핑몰 홈페이지에 로그인해주세요.

2. **주문 내역 확인**: 로그인 후, '마이 페이지' 또는 '주문 내역' 섹션으로 이동합니다.

3. **주문 상세 보기**: 조회하고자 하는 주문을 선택하시면, 주문 상세 페이지에서 배송 상태와 운송장 번호를 확인하실 수 있습니다.

4. **운송장 번호 조회**: 제공된 운송장 번호를 택배사의 공식 웹사이트에 입력하시면, 보다 상세한 배송 정보를 확인하실 수 있습니다.

혹시 로그인에 어려움이 있거나 주문 내역을 찾기 어려우시다면, 고객센터로 문의해주시면 추가로 도와드리겠습니다. 감사합니다!",llm-only-gpt4o,3365,배송 조회: 마이페이지 > 주문내역,
A16,배송 조회 어떻게 하나요?,A_정형,Easy,배송_조회,hybrid_rag,배송_조회,1,'rag' 모드로 '배송_조회' 분류됨,strategy-rag,2632,배송 조회: 마이페이지 > 주문내역,
A17,주문한 지 3일인데 아직 안 왔어요,A_정형,Easy,배송_조회,rule_only,배송_조회,1,마이페이지 > 주문내역에서 배송 현황을 확인할 수 있습니다.,rule-only-simulated,2627,일반 배송: 결제 후 2~3 영업일,
A17,주문한 지 3일인데 아직 안 왔어요,A_정형,Easy,배송_조회,llm_only,배송_조회,1,"불편을 드려 죄송합니다. 주문하신 상품이 아직 도착하지 않아 걱정이 많으실 것 같습니다. 배송 상태를 확인하기 위해 주문 번호를 알려주시면, 현재 위치와 예상 도착일을 확인해드리겠습니다. 일반적으로 배송은 영업일 기준으로 3-5일 정도 소요되지만, 특정 상품이나 지역에 따라 다를 수 있습니다. 추가로 도움이 필요하시면 언제든지 말씀해 주세요.",llm-only-gpt4o,3508,일반 배송: 결제 후 2~3 영업일,
A17,주문한 지 3일인데 아직 안 왔어요,A_정형,Easy,배송_조회,hybrid_rag,배송_조회,1,'rag' 모드로 '배송_조회' 분류됨,strategy-rag,2770,일반 배송: 결제 후 2~3 영업일,
A18,배송비 얼마예요?,A_정형,Easy,배송_조회,rule_only,상품_문의,0,"해당 상품 페이지에서 상세 정보를 확인하시거나, 고객센터로 문의해주세요.",rule-only-simulated,2702,"배송비: 3만원 이상 무료, 미만 3,000원",
A18,배송비 얼마예요?,A_정형,Easy,배송_조회,llm_only,상품_문의,0,"저희 쇼핑몰의 배송비는 주문 금액과 배송 지역에 따라 다를 수 있습니다. 일반적으로, 주문 금액이 일정 금액 이상일 경우 무료 배송 혜택을 제공하고 있습니다. 예를 들어, 50,000원 이상 구매 시 무료 배송이 적용됩니다. 만약 주문 금액이 이 기준에 미치지 못할 경우, 기본 배송비는 2,500원입니다.

또한, 특정 이벤트나 프로모션 기간 동안에는 추가적인 무료 배송 혜택이 제공될 수 있으니, 최신 정보를 확인하시려면 저희 웹사이트의 공지사항이나 이벤트 페이지를 참고해 주세요. 추가적인 질문이 있으시면 언제든지 문의해 주세요!",llm-only-gpt4o,2948,"배송비: 3만원 이상 무료, 미만 3,000원",
A18,배송비 얼마예요?,A_정형,Easy,배송_조회,hybrid_rag,배송_조회,1,'rag' 모드로 '배송_조회' 분류됨,strategy-rag,2687,"배송비: 3만원 이상 무료, 미만 3,000원",
A19,언제 배송 출발하나요?,A_정형,Easy,배송_조회,rule_only,배송_조회,1,마이페이지 > 주문내역에서 배송 현황을 확인할 수 있습니다.,rule-only-simulated,2615,출고: 결제 후 1~2 영업일,
A19,언제 배송 출발하나요?,A_정형,Easy,배송_조회,llm_only,배송_조회,1,"안녕하세요! 고객님의 주문에 대해 안내드리겠습니다. 일반적으로 주문하신 상품은 결제 완료 후 1~2일 이내에 출고됩니다. 출고가 되면 고객님께 배송 추적 번호가 포함된 알림 메시지를 보내드립니다. 이후 배송은 보통 2~5일 정도 소요되지만, 지역이나 택배사의 사정에 따라 다소 차이가 있을 수 있습니다.

정확한 배송 출발일을 확인하시려면 주문번호를 알려주시면 더욱 자세히 안내드리겠습니다. 추가로 궁금한 사항이 있으시면 언제든지 말씀해 주세요!",llm-only-gpt4o,2268,출고: 결제 후 1~2 영업일,
A19,언제 배송 출발하나요?,A_정형,Easy,배송_조회,hybrid_rag,배송_조회,1,'rag' 모드로 '배송_조회' 분류됨,strategy-rag,2671,출고: 결제 후 1~2 영업일,
A20,택배사가 어디예요?,A_정형,Easy,배송_조회,rule_only,배송_조회,1,마이페이지 > 주문내역에서 배송 현황을 확인할 수 있습니다.,rule-only-simulated,2646,택배사: CJ대한통운 (일부 상품 상이),
A20,택배사가 어디예요?,A_정형,Easy,배송_조회,llm_only,배송_조회,1,"저희 쇼핑몰은 여러 택배사와 협력하고 있으며, 고객님의 주문에 따라 사용되는 택배사가 다를 수 있습니다. 일반적으로 주문 확인 이메일이나 문자 메시지에 택배사 정보와 함께 운송장 번호가 제공됩니다. 만약 해당 정보를 찾기 어려우시다면, 고객님의 주문 번호를 알려주시면 더 자세히 안내해 드리겠습니다.",llm-only-gpt4o,1992,택배사: CJ대한통운 (일부 상품 상이),
A20,택배사가 어디예요?,A_정형,Easy,배송_조회,hybrid_rag,배송_조회,1,'rag' 모드로 '배송_조회' 분류됨,strategy-rag,2669,택배사: CJ대한통운 (일부 상품 상이),
A21,주문 취소하고 싶어요,A_정형,Easy,주문_취소,rule_only,주문_취소,1,마이페이지 > 주문내역에서 배송 전 주문 취소가 가능합니다.,rule-only-simulated,2626,주문 취소: 배송 전 단계에서 가능,
A21,주문 취소하고 싶어요,A_정형,Easy,주문_취소,llm_only,주문_취소,1,"주문 취소를 원하시는군요! 도와드리겠습니다. 주문 취소는 보통 상품이 발송되기 전까지 가능합니다. 다음 단계를 따라 주문을 취소해 주세요:

1. **로그인**: 먼저 쇼핑몰 계정에 로그인하세요.
2. **주문 내역 확인**: '주문 내역' 또는 '내 주문' 섹션으로 이동합니다.
3. **주문 선택**: 취소하고자 하는 주문을 선택하세요.
4. **주문 취소 요청**: '주문 취소' 버튼을 클릭하고 안내에 따라 취소 요청을 완료합니다.

만약 이미 상품이 발송된 상태라면, 주문 취소가 불가능할 수 있습니다. 이 경우, 상품을 수령한 후 반품 절차를 통해 환불을 진행하실 수 있습니다. 추가 도움이 필요하시면 언제든지 말씀해 주세요!",llm-only-gpt4o,2614,주문 취소: 배송 전 단계에서 가능,
A21,주문 취소하고 싶어요,A_정형,Easy,주문_취소,hybrid_rag,주문_취소,1,'rag' 모드로 '주문_취소' 분류됨,strategy-rag,2731,주문 취소: 배송 전 단계에서 가능,
